country,year,rp,impact
SEN,2002,32.0,66672.0
SEN,2012,16.0,12747.0
SLB,2013,32.0,2513.0
SLV,2011,32.0,1301040.0
SLV,1999,16.0,2635.0
SOM,2018,32.0,93237.0
SPI,2002,32.0,130034.0
SRB,2014,32.0,2532075.0
SUN,1990,32.0,398469.0
SUN,1991,16.0,47275.0
SVK,1999,32.0,199056.0
SVK,1997,16.0,109392.0
SVK,1998,10.666666666666666,80790.0
SVK,2010,8.0,33553.0
SVK,2002,6.4,4881.0
SVN,2012,32.0,337786.0
SVN,2005,16.0,7493.0
SWZ,2000,32.0,85.0
TCD,2012,32.0,12747.0
THA,2011,32.0,52041595.0
THA,2017,16.0,1193926.0
THA,2013,10.666666666666666,727375.0
THA,2010,8.0,445581.0
THA,2004,6.4,271144.0
THA,1995,5.333333333333333,269833.0
THA,2005,4.571428571428571,181325.0
THA,2000,4.0,98582.0
THA,2003,3.5555555555555554,39772.0
THA,2008,3.2,21748.0
THA,2006,2.909090909090909,14430.0
THA,2014,2.6666666666666665,12362.0
THA,2007,2.4615384615384617,2117.0
THA,1996,2.2857142857142856,933.0
TJK,2010,32.0,273791.0
TJK,1998,16.0,118492.0
TJK,2003,10.666666666666666,31818.0
TJK,2004,8.0,18593.0
TJK,2009,6.4,1364.0
TJK,2012,5.333333333333333,969.0
TKM,1993,32.0,202324.0
TLS,2020,32.0,22615.0
TUN,1990,32.0,543835.0
TUR,1990,32.0,335977.0
TUR,2000,16.0,67980.0
TUR,1995,10.666666666666666,45132.0
TUR,2001,8.0,41320.0
TWN,2006,32.0,168588.0
TWN,1998,16.0,34111.0
TWN,2017,10.666666666666666,33549.0
TWN,2012,8.0,21542.0
TZA,1990,32.0,627.0
UGA,2013,32.0,3894.0
UGA,2016,16.0,3292.0
UGA,1997,10.666666666666666,1823.0
UGA,2007,8.0,100.0
UKR,2008,32.0,1359273.0
UKR,1993,16.0,484184.0
UKR,2006,10.666666666666666,34631.0
UKR,1997,8.0,30994.0
UKR,2013,6.4,26381.0
UKR,2001,5.333333333333333,24792.0
UKR,2010,4.571428571428571,2550.0
UKR,1998,4.0,2260.0
URY,2007,32.0,63516.0
USA,1993,32.0,24513115.0
USA,2008,16.0,13595448.0
