year,emdat_eventcountry_id,country,type,emdat_impact_scaled,event_id
1991,1991-0538-VNM,VNM,Riverine flood,82731.0,1991-0538
1991,1991-0229-VNM,VNM,Riverine flood,10744.0,1991-0229
1991,1991-0315-VNM,VNM,Riverine flood,6876.0,1991-0315
1992,1992-0144-VNM,VNM,Riverine flood,99487.0,1992-0144
1994,1994-0341-VNM,VNM,Riverine flood,406726.0,1994-0341
1995,1995-0236-VNM,VNM,Riverine flood,165165.0,1995-0236
1996,1996-0248-VNM,VNM,Riverine flood,257484.0,1996-0248
1996,1996-0447-VNM,VNM,Flood (General),25002.0,1996-0447
1998,1998-0316-VNM,VNM,Riverine flood,24596.0,1998-0316
1999,1999-0574-VNM,VNM,Riverine flood,93115.0,1999-0574
2000,2000-0408-VNM,VNM,Riverine flood,424876.0,2000-0408
2000,2000-0748-VNM,VNM,Riverine flood,25493.0,2000-0748
2001,2001-0492-VNM,VNM,Riverine flood,138835.0,2001-0492
2002,2002-0610-VNM,VNM,Riverine flood,94365.0,2002-0610
2002,2002-0580-VNM,VNM,Riverine flood,38885.0,2002-0580
2002,2002-0470-VNM,VNM,Riverine flood,3579.0,2002-0470
2003,2003-0672-VNM,VNM,Riverine flood,60453.0,2003-0672
2003,2003-0557-VNM,VNM,Riverine flood,55681.0,2003-0557
2005,2005-0694-VNM,VNM,Riverine flood,40461.0,2005-0694
2005,2005-0584-VNM,VNM,Riverine flood,22478.0,2005-0584
2006,2006-0446-VNM,VNM,Riverine flood,11614.0,2006-0446
2007,2007-0522-VNM,VNM,Riverine flood,423437.0,2007-0522
2007,2007-0512-VNM,VNM,Riverine flood,14115.0,2007-0512
2008,2008-0501-VNM,VNM,Riverine flood,651092.0,2008-0501
2010,2010-0597-VNM,VNM,Riverine flood,343581.0,2010-0597
2010,2010-0539-VNM,VNM,Riverine flood,206685.0,2010-0539
2010,2010-0573-VNM,VNM,Riverine flood,144545.0,2010-0573
2011,2011-0394-VNM,VNM,Riverine flood,227685.0,2011-0394
2011,2011-0359-VNM,VNM,Riverine flood,57246.0,2011-0359
2012,2012-0351-VNM,VNM,Riverine flood,38240.0,2012-0351
2013,2013-0443-VNM,VNM,Riverine flood,90451.0,2013-0443
2013,2013-0266-VNM,VNM,Riverine flood,8166.0,2013-0266
2016,2016-0400-VNM,VNM,Riverine flood,127155.0,2016-0400
2016,2016-0497-VNM,VNM,Flood (General),42678.0,2016-0497
2016,2016-0517-VNM,VNM,Flood (General),26826.0,2016-0517
2017,2017-0270-VNM,VNM,Flood (General),1552.0,2017-0270
2017,2017-0259-VNM,VNM,Flood (General),424.0,2017-0259
2019,2019-0419-VNM,VNM,Flood (General),14881.0,2019-0419
2022,2022-0795-VNM,VNM,Flood (General),1500.0,2022-0795
1993,1993-0022-YEM,YEM,Riverine flood,3039.0,1993-0022
1996,1996-0134-YEM,YEM,Riverine flood,2238991.0,1996-0134
1996,1996-0498-YEM,YEM,Riverine flood,18658.0,1996-0498
1990,1990-0415-YUG,YUG,Riverine flood,1715948.0,1990-0415
1996,1996-0027-ZAF,ZAF,Riverine flood,12800.0,1996-0027
1999,1999-0593-ZAF,ZAF,Riverine flood,11068.0,1999-0593
2000,2000-0043-ZAF,ZAF,Riverine flood,271921.0,2000-0043
2006,2006-0431-ZAF,ZAF,Riverine flood,210500.0,2006-0431
2006,2006-0181-ZAF,ZAF,Riverine flood,103072.0,2006-0181
2008,2008-0245-ZAF,ZAF,Riverine flood,1718.0,2008-0245
2011,2011-0100-ZAF,ZAF,Riverine flood,274519.0,2011-0100
2012,2012-0469-ZAF,ZAF,Riverine flood,254933.0,2012-0469
2014,2014-0099-ZAF,ZAF,Riverine flood,105078.0,2014-0099
2016,2016-0305-ZAF,ZAF,Flood (General),219485.0,2016-0305
2019,2019-0176-ZAF,ZAF,Flood (General),57236.0,2019-0176
2021,2021-0075-ZAF,ZAF,Flood (General),81002.0,2021-0075
2022,2022-0205-ZAF,ZAF,Flood (General),3500000.0,2022-0205
2022,2022-0035-ZAF,ZAF,Flood (General),105000.0,2022-0035
2022,2022-0009-ZAF,ZAF,Flood (General),70000.0,2022-0009
1998,1998-0053-ZMB,ZMB,Flood (General),37163.0,1998-0053
2000,2000-0083-ZWE,ZWE,Riverine flood,123894.0,2000-0083
2001,2001-0082-ZWE,ZWE,Flood (General),5950.0,2001-0082
2003,2003-0742-ZWE,ZWE,Riverine flood,318175.0,2003-0742
